Designator,Mid X,Mid Y,Rotation,Layer
C1,103.100012,-104.7,0.0,top
C2,131.4,-88.5,90.0,bottom
C3,150.02,-93.18,90.0,bottom
C4,115.22,-87.72,180.0,bottom
EDG1,137.51,-87.37,0.0,top
J1,180.5,-72.8,0.0,top
J2,150.195,-105.975,90.0,top
R1,94.98,-71.99,90.0,bottom
SW1,96.95,-65.2,180.0,top
U1,140.6866,-92.9876,0.0,bottom
U2,115.33,-87.88,0.0,top
